"passportArea.name","passportArea.id","passportArea.alpha3code","passportArea.alpha2code","weight","firstName","middleName","lastName","currentTeamId","birthDate","height","role.code2","role.code3","role.name","birthArea.name","birthArea.id","birthArea.alpha3code","birthArea.alpha2code","wyId","foot","shortName","currentNationalTeamId"
"Belgium","56","BEL","BE",78,"Jean-Fran\u00e7ois","","Gillet","5083","1979-05-31",181,"GK","GKP","Goalkeeper","Belgium","56","BEL","BE",20667,"right","J. Gillet","null"
"Nigeria","566","NGA","NG",90,"Stefano","","Okaka Chuka","1644","1989-08-09",186,"FW","FWD","Forward","Italy","380","ITA","IT",20505,"right","S. Okaka","null"
"Uruguay","858","URY","UY",85,"Miguel \u00c1ngel","","Britos Cabrera","1644","1985-07-17",188,"DF","DEF","Defender","Uruguay","858","URY","UY",21160,"right","M. Britos","null"
"Italy","380","ITA","IT",79,"Matias Ezequiel","","Schelotto","1651","1989-05-23",187,"DF","DEF","Defender","Argentina","32","ARG","AR",20855,"right","E. Schelotto","null"
"Equatorial Guinea",NA,"GNQ","GQ",75,"Pedro ","","Mba Obiang Avomo","1633","1992-03-27",185,"MD","MID","Midfielder","Spain","724","ESP","ES",20620,"right","Pedro Obiang","null"
"England","0","XEN","",0,"Kyle","","Taylor","1659","1999-08-28",0,"MD","MID","Midfielder","England","0","XEN","",515791,"","K. Taylor","null"
"Netherlands","528","NLD","NL",92,"Maarten","","Stekelenburg","1623","1982-09-22",197,"GK","GKP","Goalkeeper","Netherlands","528","NLD","NL",20428,"right","M. Stekelenburg","null"
"Bosnia-Herzegovina","70","BIH","BA",95,"Zlatan","","Ibrahimovi\u0107","7847","1981-10-03",195,"FW","FWD","Forward","Sweden","752","SWE","SE",20420,"right","Z. Ibrahimovi\u0107","null"
"Ireland Republic","372","IRL","IE",63,"Aaron ","","Lennon","1646","1987-04-16",165,"MD","MID","Midfielder","England","0","XEN","",8284,"right","A. Lennon","null"
"Ireland Republic","372","IRL","IE",84,"Peter","","Crouch","1639","1981-01-30",201,"FW","FWD","Forward","England","0","XEN","",8747,"right","P. Crouch","null"
"England","0","XEN","",83,"Wayne","","Rooney","7852","1985-10-24",176,"FW","FWD","Forward","England","0","XEN","",7944,"right","W. Rooney","null"
"England","0","XEN","",68,"Theo ","","Walcott","1623","1989-03-16",176,"FW","FWD","Forward","England","0","XEN","",7879,"right","T. Walcott","null"
"Czech Republic","203","CZE","CZ",90,"Petr","","\u010cech","1609","1982-05-20",196,"GK","GKP","Goalkeeper","Czech Republic","203","CZE","CZ",7882,"left","P. \u010cech","null"
"Ecuador",NA,"ECU","EC",78,"Luis Antonio","","Valencia Mosquera","1611","1985-08-04",181,"DF","DEF","Defender","Ecuador","218","ECU","EC",7938,"right","A. Valencia","15797"
"Spain","724","ESP","ES",74,"Francesc","","F\u00e0bregas i Soler","1610","1987-05-04",175,"MD","MID","Midfielder","Spain","724","ESP","ES",3350,"right","F\u00e0bregas","null"
"Poland","616","POL","PL",87,"Artur","","Boruc","1659","1980-02-20",193,"GK","GKP","Goalkeeper","Poland","616","POL","PL",20921,"right","A. Boruc","null"
"Scotland","0","XSC","",82,"Charlie","","Adam","1639","1985-12-10",185,"MD","MID","Midfielder","Scotland","0","XSC","",7961,"left","C. Adam","null"
"Morocco","504","MAR","MA",87,"Younes","","Kaboul","1644","1986-01-04",191,"DF","DEF","Defender","France","250","FRA","FR",8272,"right","Y. Kaboul","null"
"Germany","276","DEU","DE",84,"Uwe","","H\u00fcnemeier","2491","1986-01-09",189,"DF","DEF","Defender","Germany","276","DEU","DE",15301,"right","U. H\u00fcnemeier","null"
"France","250","FRA","FR",71,"Yohan","","Cabaye","16928","1986-01-14",174,"MD","MID","Midfielder","France","250","FRA","FR",7988,"right","Y. Cabaye","null"
"Estonia",NA,"EST","EE",78,"Ragnar","","Klavan","3173","1985-10-30",187,"DF","DEF","Defender","Estonia",NA,"EST","EE",74,"left","R. Klavan","null"
"Morocco","504","MAR","MA",76,"Ibrahim","","Afellay","1639","1986-04-02",180,"MD","MID","Midfielder","Netherlands","528","NLD","NL",3343,"right","I. Afellay","null"
"Brazil","76","BRA","BR",91,"Heurelho","","da Silva Gomes","1644","1981-02-15",191,"GK","GKP","Goalkeeper","Brazil","76","BRA","BR",8266,"right","Gomes","null"
"Suriname","740","SUR","SR",84,"Michel","","Vorm","1624","1983-10-20",184,"GK","GKP","Goalkeeper","Netherlands","528","NLD","NL",77536,"right","M. Vorm","null"
"Netherlands","528","NLD","NL",86,"Erik","","Pieters","1639","1988-08-07",182,"DF","DEF","Defender","Netherlands","528","NLD","NL",107,"left","E. Pieters","null"
"England","0","XEN","",90,"Ben","","Foster","1644","1983-04-03",193,"GK","GKP","Goalkeeper","England","0","XEN","",8358,"left","B. Foster","null"
"Jamaica","388","JAM","JM",81,"Adrian","","Mariappa","1644","1986-10-03",178,"DF","DEF","Defender","England","0","XEN","",8889,"right","A. Mariappa","null"
"Poland","616","POL","PL",83,"Phil","","Jagielka","1623","1982-08-17",183,"DF","DEF","Defender","England","0","XEN","",8245,"right","P. Jagielka","null"
"England","0","XEN","",70,"Leighton","","Baines","1623","1984-12-11",170,"DF","DEF","Defender","England","0","XEN","",8239,"left","L. Baines","null"
"England","0","XEN","",93,"Robert","","Green","1610","1980-01-18",191,"GK","GKP","Goalkeeper","England","0","XEN","",8544,"right","R. Green","null"
"England","0","XEN","",79,"Gareth","","Barry","1627","1981-02-23",185,"MD","MID","Midfielder","England","0","XEN","",8314,"left","G. Barry","null"
"Scotland","0","XSC","",75,"James ","","Morrison","1627","1986-05-25",180,"MD","MID","Midfielder","England","0","XEN","",8374,"right","J. Morrison","null"
"Ireland Republic","372","IRL","IE",66,"Stephen ","","Ireland","1615","1986-08-22",173,"MD","MID","Midfielder","Ireland Republic",NA,"IRL","IE",8017,"right","S. Ireland","null"
"England","0","XEN","",70,"James","","Milner","1612","1986-01-04",176,"MD","MID","Midfielder","England","0","XEN","",8319,"right","J. Milner","null"
"England","0","XEN","",86,"Tom","","Heaton","1646","1986-04-15",188,"GK","GKP","Goalkeeper","England","0","XEN","",77502,"right","T. Heaton","null"
"Scotland","0","XSC","",74,"Darren ","","Fletcher","1639","1984-02-01",184,"MD","MID","Midfielder","Scotland","0","XSC","",7932,"right","D. Fletcher","null"
"Jamaica","388","JAM","JM",77,"Wayne","","Routledge","10531","1985-01-07",170,"MD","MID","Midfielder","England","0","XEN","",77557,"right","W. Routledge","null"
"St. Lucia",NA,"LCA","LC",65,"Jermain ","","Defoe","1659","1982-10-07",171,"FW","FWD","Forward","England","0","XEN","",8296,"right","J. Defoe","null"
"Spain","724","ESP","ES",74,"Pablo Javier","","Zabaleta Girod","1633","1985-01-16",174,"DF","DEF","Defender","Argentina","32","ARG","AR",8313,"right","P. Zabaleta","null"
"Spain","724","ESP","ES",80,"Claudio Andr\u00e9s","","Bravo Mu\u00f1oz","1625","1983-04-13",184,"GK","GKP","Goalkeeper","Chile","152","CHL","CL",3662,"right","C. Bravo","null"
"Chile","152","CHL","CL",62,"Alexis Alejandro","","S\u00e1nchez S\u00e1nchez","1611","1988-12-19",169,"FW","FWD","Forward","Chile","152","CHL","CL",3361,"right","A. S\u00e1nchez","12381"
"England","0","XEN","",90,"Gn\u00e9gn\u00e9ri Yaya","","Tour\u00e9","null","1983-05-13",189,"MD","MID","Midfielder","C\u00f4te d'Ivoire","384","CIV","CI",8324,"right","Y. Tour\u00e9","null"
"Scotland","0","XSC","",74,"Phil","","Bardsley","1646","1985-06-28",180,"DF","DEF","Defender","England","0","XEN","",8516,"right","P. Bardsley","null"
"Jamaica","388","JAM","JM",76,"Daniel","","Sturridge","1612","1989-09-01",180,"FW","FWD","Forward","England","0","XEN","",7907,"left","D. Sturridge","null"
"Netherlands","528","NLD","NL",84,"Tim","","Krul","1626","1988-04-03",188,"GK","GKP","Goalkeeper","Netherlands","528","NLD","NL",7976,"left","T. Krul","null"
"England","0","XEN","",93,"Fraser","","Forster","1619","1988-03-17",201,"GK","GKP","Goalkeeper","England","0","XEN","",61941,"right","F. Forster","null"
"England","0","XEN","",79,"Andy","","Carroll","1633","1989-01-06",193,"FW","FWD","Forward","England","0","XEN","",7970,"left","A. Carroll","null"
"Ireland Republic","372","IRL","IE",70,"Mark","","Noble","1633","1987-05-08",180,"MD","MID","Midfielder","England","0","XEN","",8561,"right","M. Noble","null"
"Switzerland","756","CHE","CH",85,"Eldin","","Jakupovic","1631","1984-10-02",191,"GK","GKP","Goalkeeper","Bosnia-Herzegovina","70","BIH","BA",93084,"right","E. Jakupovic","null"
"Ireland Republic","372","IRL","IE",77,"S\u00e9amus","","Coleman","1623","1988-10-11",177,"DF","DEF","Defender","Ireland Republic",NA,"IRL","IE",8240,"right","S. Coleman","8274"
"Suriname","740","SUR","SR",74,"Georginio","","Wijnaldum","1612","1990-11-11",175,"MD","MID","Midfielder","Netherlands","528","NLD","NL",116,"right","G. Wijnaldum","664"
"Austria","40","AUT","AT",89,"Christian","","Fuchs","1631","1986-04-07",187,"DF","DEF","Defender","Austria","40","AUT","AT",14853,"left","C. Fuchs","null"
"Denmark","208","DNK","DK",87,"Winston ","","Reid","1633","1988-07-03",190,"DF","DEF","Defender","New Zealand",NA,"NZL","NZ",8553,"right","W. Reid","10522"
"Denmark","208","DNK","DK",79,"Anders","","Lindegaard","1646","1984-04-13",193,"GK","GKP","Goalkeeper","Denmark","208","DNK","DK",7912,"right","A. Lindegaard","null"
"Scotland","0","XSC","",64,"Jamie","","Murphy","8509","1989-08-28",175,"MD","MID","Midfielder","Scotland","0","XSC","",62091,"right","J. Murphy","null"
"Belgium","56","BEL","BE",72,"Steven","","Defour","1646","1988-04-15",175,"MD","MID","Midfielder","Belgium","56","BEL","BE",70092,"right","S. Defour","null"
"France","250","FRA","FR",91,"Moussa","","Sissoko","1624","1989-08-16",187,"MD","MID","Midfielder","France","250","FRA","FR",25804,"right","M. Sissoko","4418"
"France","250","FRA","FR",74,"Ga\u00ebtan","","Bong Songo","1651","1988-04-25",187,"DF","DEF","Defender","Cameroon","120","CMR","CM",26495,"left","G. Bong","null"
"Spain","724","ESP","ES",73,"Claudio Ariel","","Yacob","1642","1987-07-18",181,"MD","MID","Midfielder","Argentina","32","ARG","AR",86308,"right","C. Yacob","null"
"England","0","XEN","",73,"Andrew","","Surman","1659","1986-08-20",178,"MD","MID","Midfielder","South Africa","710","ZAF","ZA",8351,"left","A. Surman","null"
"Jamaica","388","JAM","JM",62,"Nathan","","Dyer","10531","1987-11-29",167,"MD","MID","Midfielder","England","0","XEN","",77552,"right","N. Dyer","null"
"England","0","XEN","",73,"Adam","","Lallana","1612","1988-05-10",172,"MD","MID","Midfielder","England","0","XEN","",8140,"right","A. Lallana","null"
"England","0","XEN","",83,"Lee","","Grant","1611","1983-01-27",193,"GK","GKP","Goalkeeper","England","0","XEN","",8935,"right","L. Grant","null"
"England","0","XEN","",79,"Dan","","Gosling","1659","1990-02-02",183,"MD","MID","Midfielder","England","0","XEN","",7989,"right","D. Gosling","null"
"Ireland Republic","372","IRL","IE",79,"Jonathan ","","Walters","1634","1983-09-20",183,"FW","FWD","Forward","England","0","XEN","",8752,"right","J. Walters","null"
"Wales","0","XWA","",92,"Glyn Oliver","","Myhill","1627","1982-11-09",191,"GK","GKP","Goalkeeper","United States","840","USA","US",8096,"right","G. Myhill","null"
"Ireland Republic","372","IRL","IE",89,"Damien","","Delaney","8153","1981-07-20",191,"DF","DEF","Defender","Ireland Republic",NA,"IRL","IE",8583,"left","D. Delaney","null"
"England","0","XEN","",72,"Dean","","Marney","1882","1984-01-31",183,"MD","MID","Midfielder","England","0","XEN","",8947,"right","D. Marney","null"
"Italy","380","ITA","IT",87,"Juli\u00e1n","","Speroni","1628","1979-05-18",186,"GK","GKP","Goalkeeper","Argentina","32","ARG","AR",8391,"right","J. Speroni","null"
"England","0","XEN","",69,"Ben","","Watson","1642","1985-07-09",178,"MD","MID","Midfielder","England","0","XEN","",8627,"right","B. Watson","null"
"Spain","724","ESP","ES",80,"Jay","","Rodriguez","1627","1989-07-29",185,"FW","FWD","Forward","England","0","XEN","",8958,"right","J. Rodriguez","null"
"Latvia",NA,"LVA","LV",78,"Adam","","Legzdins","1646","1986-11-28",183,"GK","GKP","Goalkeeper","England","0","XEN","",8963,"right","A. Legzdins","null"
"Scotland","0","XSC","",78,"Martin","","Cranie","1636","1986-09-26",183,"DF","DEF","Defender","England","0","XEN","",8761,"right","M. Cranie","null"
"Cameroon","120","CMR","CM",91,"Jean-Eric Maxim","","Choupo-Moting","3767","1989-03-23",191,"FW","FWD","Forward","Germany","276","DEU","DE",15198,"both","E. Choupo-Moting","null"
"Wales","0","XWA","",76,"Ryan","","Shawcross","1639","1987-10-04",191,"DF","DEF","Defender","England","0","XEN","",8731,"right","R. Shawcross","null"
"Portugal","620","PRT","PT",84,"David Luiz","","Moreira Marinho","1610","1987-04-22",189,"DF","DEF","Defender","Brazil","76","BRA","BR",7892,"right","David Luiz","null"
"Portugal","620","PRT","PT",88,"Eduardo","","dos Reis Carvalho","24","1982-09-19",187,"GK","GKP","Goalkeeper","Portugal","620","PRT","PT",70106,"right","Eduardo","null"
"Netherlands","528","NLD","NL",88,"Erwin","","Mulder","10531","1989-03-03",193,"GK","GKP","Goalkeeper","Netherlands","528","NLD","NL",128,"right","E. Mulder","null"
"Spain","724","ESP","ES",75,"Bruno","","Saltor Grau","1651","1980-10-01",181,"DF","DEF","Defender","Spain","724","ESP","ES",3278,"right","Bruno Saltor","null"
"Spain","724","ESP","ES",63,"Juan Manuel","","Mata Garc\u00eda","1611","1988-04-28",170,"MD","MID","Midfielder","Spain","724","ESP","ES",7906,"left","Juan Mata","null"
"Canada","124","CAN","CA",70,"Scott","","Arfield","8509","1988-11-01",178,"MD","MID","Midfielder","Scotland","0","XSC","",11294,"right","S. Arfield","null"
"Jamaica","388","JAM","JM",80,"Danny","","Simpson","1631","1987-01-04",176,"DF","DEF","Defender","England","0","XEN","",149019,"right","D. Simpson","null"
"Ghana","288","GHA","GH",72,"Andr\u00e9","","Ayew Pel\u00e9","4487","1989-12-17",176,"FW","FWD","Forward","France","250","FRA","FR",25572,"left","A. Ayew","null"
"England","0","XEN","",69,"Jack","","Cork","1646","1989-06-25",185,"MD","MID","Midfielder","England","0","XEN","",8125,"right","J. Cork","null"
"England","0","XEN","",85,"Ryan","","Bertrand","1619","1989-08-05",179,"DF","DEF","Defender","England","0","XEN","",7885,"left","R. Bertrand","null"
"Spain","724","ESP","ES",91,"Vicente","","Iborra De La Fuente","1631","1988-01-16",190,"MD","MID","Midfielder","Spain","724","ESP","ES",3928,"right","Vicente Iborra","null"
"Ireland Republic","372","IRL","IE",73,"Kyle","","Naughton","10531","1988-11-11",180,"DF","DEF","Defender","England","0","XEN","",8336,"right","K. Naughton","null"
"England","0","XEN","",74,"James","","Tomkins","1628","1989-03-29",192,"DF","DEF","Defender","England","0","XEN","",8554,"right","J. Tomkins","null"
"England","0","XEN","",81,"Jordon","","Mutch","15015","1991-12-02",188,"MD","MID","Midfielder","England","0","XEN","",8111,"right","J. Mutch","null"
"Cura\u00e7ao","531","CUW","CW",79,"Leroy","","Fer","10531","1990-01-05",188,"MD","MID","Midfielder","Netherlands","528","NLD","NL",262,"right","L. Fer","null"
"England","0","XEN","",78,"Scott","","Dann","1628","1987-02-14",195,"DF","DEF","Defender","England","0","XEN","",8186,"right","S. Dann","null"
"England","0","XEN","",70,"Kieran ","","Gibbs","1627","1989-09-26",181,"DF","DEF","Defender","England","0","XEN","",7853,"left","K. Gibbs","null"
"Korea Republic","410","KOR","KR",69,"Chung-Yong","","Lee","2448","1988-07-02",180,"MD","MID","Midfielder","Korea Republic","410","KOR","KR",8049,"right","Lee Chung-Yong","null"
"United States","840","USA","US",84,"Geoff","","Cameron","1650","1985-07-11",191,"DF","DEF","Defender","United States","840","USA","US",58978,"right","G. Cameron","null"
"Canada","124","CAN","CA",101,"Asmir","","Begovi\u0107","1659","1987-06-20",199,"GK","GKP","Goalkeeper","Bosnia-Herzegovina","70","BIH","BA",8726,"right","A. Begovi\u0107","10001"
"France","250","FRA","FR",75,"Morgan","","Schneiderlin","1623","1989-11-08",185,"MD","MID","Midfielder","France","250","FRA","FR",8143,"right","M. Schneiderlin","null"
"Austria","40","AUT","AT",73,"Markus","","Suttner","1651","1987-04-16",179,"DF","DEF","Defender","Austria","40","AUT","AT",64966,"left","M. Suttner","null"
"England","0","XEN","",76,"Ashley","","Barnes","1646","1989-10-30",186,"FW","FWD","Forward","England","0","XEN","",9123,"right","A. Barnes","null"
"Mali","466","MLI","ML",90,"Bakary","","Sako","1627","1988-04-26",184,"MD","MID","Midfielder","France","250","FRA","FR",25865,"left","B. Sako","null"
"Gabon","266","GAB","GA",80,"Pierre-Emerick","","Aubameyang","1609","1989-06-18",187,"FW","FWD","Forward","France","250","FRA","FR",25867,"right","P. Aubameyang","19062"
"Poland","616","POL","PL",75,"Laurent","","Koscielny","1609","1985-09-10",186,"DF","DEF","Defender","France","250","FRA","FR",7855,"right","L. Koscielny","null"
"Guadeloupe","312","GLP","GP",87,"Etienne","","Capoue","1644","1988-07-11",190,"MD","MID","Midfielder","France","250","FRA","FR",25798,"right","E. Capoue","null"
"Suriname","740","SUR","SR",72,"Rajiv","","van La Parra","1673","1991-06-04",181,"MD","MID","Midfielder","Netherlands","528","NLD","NL",173,"right","R. van La Parra","null"
"Armenia",NA,"ARM","AM",75,"Henrikh","","Mkhitaryan","1609","1989-01-21",177,"MD","MID","Midfielder","Armenia",NA,"ARM","AM",105338,"right","H. Mkhitaryan","14947"
"France","250","FRA","FR",69,"J\u00e9r\u00e9my","","Pied","3776","1989-02-23",173,"DF","DEF","Defender","France","250","FRA","FR",25415,"right","J. Pied","null"
"Cameroon","120","CMR","CM",80,"Allan-Romeo","","Nyom","712","1988-05-10",189,"DF","DEF","Defender","France","250","FRA","FR",5281,"right","A. Nyom","null"
"Jamaica","388","JAM","JM",71,"Jason","","Puncheon","1628","1986-06-26",173,"MD","MID","Midfielder","England","0","XEN","",8142,"left","J. Puncheon","null"
"Wales","0","XWA","",83,"Hal","","Robson-Kanu","1627","1989-05-21",183,"FW","FWD","Forward","England","0","XEN","",8686,"left","H. Robson-Kanu","null"
"Scotland","0","XSC","",64,"James","","McArthur","1628","1987-10-07",178,"MD","MID","Midfielder","Scotland","0","XSC","",8623,"right","J. McArthur","null"
"Ireland Republic","372","IRL","IE",72,"James","","McCarthy","1623","1990-11-12",180,"MD","MID","Midfielder","Scotland","0","XSC","",8624,"right","J. McCarthy","null"
"Jamaica","388","JAM","JM",101,"Wes","","Morgan","1631","1984-01-21",186,"DF","DEF","Defender","England","0","XEN","",8488,"right","W. Morgan","null"
"Spain","724","ESP","ES",82,"\u00c0ngel","","Rangel Zaragoza","1650","1982-10-28",180,"DF","DEF","Defender","Spain","724","ESP","ES",77541,"right","\u00c0ngel Rangel","null"
"Finland","246","FIN","FI",85,"Niki","","M\u00e4enp\u00e4\u00e4","1655","1985-01-23",190,"GK","GKP","Goalkeeper","Finland","246","FIN","FI",71,"right","N. M\u00e4enp\u00e4\u00e4","null"
"England","0","XEN","",78,"Ben","","Hamer","1673","1987-11-20",193,"GK","GKP","Goalkeeper","England","0","XEN","",8066,"right","B. Hamer","null"
"England","0","XEN","",72,"Marc","","Pugh","1659","1987-04-02",180,"MD","MID","Midfielder","England","0","XEN","",9293,"right","M. Pugh","null"
"Scotland","0","XSC","",75,"Matt","","Phillips","1627","1991-03-13",185,"MD","MID","Midfielder","England","0","XEN","",9414,"right","M. Phillips","8664"
"England","0","XEN","",84,"Glenn","","Murray","1651","1983-09-25",185,"FW","FWD","Forward","England","0","XEN","",8416,"right","G. Murray","null"
"England","0","XEN","",76,"Jake","","Livermore","1627","1989-11-14",181,"MD","MID","Midfielder","England","0","XEN","",8285,"right","J. Livermore","null"
"England","0","XEN","",67,"Sam","","Baldock","1637","1989-03-15",170,"FW","FWD","Forward","England","0","XEN","",8566,"right","S. Baldock","null"
"England","0","XEN","",71,"Dale","","Stephens","1651","1989-12-12",185,"MD","MID","Midfielder","England","0","XEN","",8086,"right","D. Stephens","null"
"England","0","XEN","",90,"Simon","","Francis","1659","1985-02-16",191,"DF","DEF","Defender","England","0","XEN","",9279,"right","S. Francis","null"
"England","0","XEN","",66,"Aaron","","Cresswell","1633","1989-12-15",170,"DF","DEF","Defender","England","0","XEN","",8582,"left","A. Cresswell","null"
"Jamaica","388","JAM","JM",90,"Troy","","Deeney","1644","1988-06-29",183,"FW","FWD","Forward","England","0","XEN","",8903,"right","T. Deeney","null"
"England","0","XEN","",83,"Jonjo","","Shelvey","1613","1992-02-27",184,"MD","MID","Midfielder","England","0","XEN","",7967,"right","J. Shelvey","null"
"Belgium","56","BEL","BE",83,"Christian","","Benteke Liolo","1628","1990-12-03",190,"FW","FWD","Forward","Congo DR","180","COD","CD",38031,"right","C. Benteke","null"
"Kenya","404","KEN","KE",87,"Victor","","Wanyama","1624","1991-06-25",184,"MD","MID","Midfielder","Kenya","404","KEN","KE",61967,"right","V. Wanyama","18402"
"England","0","XEN","",86,"Matty","","James","1631","1991-07-22",181,"MD","MID","Midfielder","England","0","XEN","",192748,"right","M. James","null"
"Germany","276","DEU","DE",63,"Chris","","L\u00f6we","1673","1989-04-16",173,"DF","DEF","Defender","Germany","276","DEU","DE",14796,"left","C. L\u00f6we","null"
"United States","840","USA","US",76,"Daniel","","Williams","1673","1989-03-08",182,"MD","MID","Midfielder","Germany","276","DEU","DE",15823,"right","D. Williams","null"
"Poland","616","POL","PL",80,"Tomer","","Hemed","1650","1987-05-02",186,"FW","FWD","Forward","Israel","376","ISR","IL",3657,"right","T. Hemed","13382"
"Cura\u00e7ao","531","CUW","CW",77,"Rhu-endly","","Martina","1639","1989-09-25",185,"DF","DEF","Defender","Netherlands","528","NLD","NL",340,"right","Cuco Martina","18138"
"Senegal","686","SEN","SN",80,"Mohamed","","Diam\u00e9","1613","1987-06-14",185,"MD","MID","Midfielder","France","250","FRA","FR",8620,"right","M. Diam\u00e9","null"
"Venezuela","862","VEN","VE",85,"Jos\u00e9 Salom\u00f3n","","Rond\u00f3n Gim\u00e9nez","1613","1989-09-16",186,"FW","FWD","Forward","Venezuela","862","VEN","VE",3577,"right","S. Rond\u00f3n","15757"
"Argentina","32","ARG","AR",89,"Jos\u00e9 Leonardo","","Ulloa","15413","1986-07-26",185,"FW","FWD","Forward","Argentina","32","ARG","AR",4255,"right","L. Ulloa","null"
"Spain","724","ESP","ES",61,"Francisco","","Femen\u00eda Far","1644","1991-02-02",174,"DF","DEF","Defender","Spain","724","ESP","ES",3351,"right","Kiko Femen\u00eda","null"
"Netherlands","528","NLD","NL",80,"Daryl","","Janmaat","1644","1989-07-22",185,"DF","DEF","Defender","Netherlands","528","NLD","NL",160,"right","D. Janmaat","null"
"C\u00f4te d'Ivoire","384","CIV","CI",90,"Wilfried Guemiand","","Bony","10531","1988-12-10",182,"FW","FWD","Forward","C\u00f4te d'Ivoire","384","CIV","CI",471,"right","W. Bony","null"
"Spain","724","ESP","ES",80,"Adri\u00e1n","","San Miguel del Castillo","1633","1987-01-03",190,"GK","GKP","Goalkeeper","Spain","724","ESP","ES",3582,"right","Adri\u00e1n","null"
"England","0","XEN","",75,"Charlie","","Daniels","1659","1986-09-07",178,"DF","DEF","Defender","England","0","XEN","",9285,"left","C. Daniels","null"
"Israel",NA,"ISR","IL",74,"Beram","","Kayal","1651","1988-05-02",178,"MD","MID","Midfielder","Israel","376","ISR","IL",61961,"right","B. Kayal","13382"
"England","0","XEN","",68,"Jack","","Wilshere","1633","1992-01-01",172,"MD","MID","Midfielder","England","0","XEN","",7873,"left","J. Wilshere","null"
"England","0","XEN","",77,"Martin","","Kelly","1628","1990-04-27",191,"DF","DEF","Defender","England","0","XEN","",7958,"right","M. Kelly","null"
"Spain","724","ESP","ES",62,"Pedro Eliezer","","Rodr\u00edguez Ledesma","1610","1987-07-28",167,"FW","FWD","Forward","Spain","724","ESP","ES",3360,"right","Pedro","null"
"Italy","380","ITA","IT",83,"Federico","","Fern\u00e1ndez","1613","1989-02-21",190,"DF","DEF","Defender","Argentina","32","ARG","AR",21164,"right","F. Fern\u00e1ndez","null"
"Scotland","0","XSC","",71,"Matt","","Ritchie","1613","1989-09-10",173,"MD","MID","Midfielder","England","0","XEN","",9227,"left","M. Ritchie","null"
"England","0","XEN","",83,"Joel","","Ward","1628","1989-10-29",188,"DF","DEF","Defender","England","0","XEN","",8221,"right","J. Ward","null"
"Grenada",NA,"GRD","GD",67,"Nathaniel","","Clyne","1612","1991-04-05",175,"DF","DEF","Defender","England","0","XEN","",8392,"right","N. Clyne","null"
"Suriname","740","SUR","SR",75,"Luciano","","Narsingh","10531","1990-09-13",175,"MD","MID","Midfielder","Netherlands","528","NLD","NL",179,"right","L. Narsingh","null"
"England","0","XEN","",67,"Ashley","","Westwood","1646","1990-04-01",170,"MD","MID","Midfielder","England","0","XEN","",8925,"right","A. Westwood","null"
"Belgium","56","BEL","BE",84,"Eliaquim","","Mangala","1625","1991-02-13",188,"DF","DEF","Defender","France","250","FRA","FR",70085,"left","E. Mangala","null"
"Suriname","740","SUR","SR",81,"Marvin ","","Zeegelaar","1644","1990-08-12",186,"DF","DEF","Defender","Netherlands","528","NLD","NL",189821,"left","M. Zeegelaar","null"
"St. Lucia",NA,"LCA","LC",76,"Junior","","Stanislas","1659","1989-11-26",183,"MD","MID","Midfielder","England","0","XEN","",8959,"right","J. Stanislas","null"
"Netherlands","528","NLD","NL",72,"Daley","","Blind","9","1990-03-09",180,"DF","DEF","Defender","Netherlands","528","NLD","NL",38,"left","D. Blind","664"
"Argentina","32","ARG","AR",80,"Faustino Marcos Alberto","","Rojo","1611","1990-03-20",187,"DF","DEF","Defender","Argentina","32","ARG","AR",101652,"left","M. Rojo","null"
"England","0","XEN","",67,"Tom","","Cleverley","1644","1989-08-12",175,"MD","MID","Midfielder","England","0","XEN","",7929,"right","T. Cleverley","null"
"England","0","XEN","",84,"Yannick","","Bolasie Yala","1614","1989-05-24",185,"MD","MID","Midfielder","France","250","FRA","FR",9194,"right","Y. Bolasie","null"
"Spain","724","ESP","ES",73,"Ander","","Herrera Ag\u00fcera","1611","1989-08-14",182,"MD","MID","Midfielder","Spain","724","ESP","ES",3413,"right","Ander Herrera","null"
"Jamaica","388","JAM","JM",82,"Michail","","Antonio","1633","1990-03-28",180,"FW","FWD","Forward","England","0","XEN","",8677,"right","M. Antonio","null"
"England","0","XEN","",74,"Marc","","Albrighton","1631","1989-11-18",175,"MD","MID","Midfielder","England","0","XEN","",8013,"right","M. Albrighton","null"
"England","0","XEN","",77,"Andros","","Townsend","1628","1991-07-16",181,"MD","MID","Midfielder","England","0","XEN","",8471,"left","A. Townsend","null"
"New Zealand",NA,"NZL","NZ",95,"Chris","","Wood","1646","1991-12-07",191,"FW","FWD","Forward","New Zealand",NA,"NZL","NZ",9206,"right","C. Wood","10522"
"England","0","XEN","",75,"Scott","","Malone","1647","1991-03-25",189,"DF","DEF","Defender","England","0","XEN","",9280,"left","S. Malone","null"
"Germany","276","DEU","DE",78,"Pascal","","Gro\u00df","1651","1991-06-15",181,"MD","MID","Midfielder","Germany","276","DEU","DE",15526,"right","P. Gro\u00df","null"
"Spain","724","ESP","ES",80,"Jos\u00e9 Luis","","Sanmart\u00edn Mato","1613","1990-03-27",192,"FW","FWD","Forward","Germany","276","DEU","DE",3327,"right","Joselu","null"
"England","0","XEN","",81,"Chris","","Smalling","1611","1989-11-22",193,"DF","DEF","Defender","England","0","XEN","",7922,"right","C. Smalling","null"
